#miRNA	read_count	precursor	total	seq	seq(norm)
mmu-miR-6996-3p	0.00	mmu-mir-6996	0.00	0	0
mmu-miR-6997-5p	0.00	mmu-mir-6997	0.00	0	0
mmu-miR-6997-3p	0.00	mmu-mir-6997	0.00	0	0
mmu-miR-6998-5p	0.00	mmu-mir-6998	0.00	0	0
mmu-miR-6998-3p	0.00	mmu-mir-6998	0.00	0	0
mmu-miR-6999-5p	0.00	mmu-mir-6999	0.00	0	0
mmu-miR-6999-3p	0.00	mmu-mir-6999	0.00	0	0
mmu-miR-700-5p	0.00	mmu-mir-700	0.00	0	0
mmu-miR-700-3p	0.00	mmu-mir-700	0.00	0	0
mmu-miR-7000-5p	0.00	mmu-mir-7000	0.00	0	0
mmu-miR-7000-3p	0.00	mmu-mir-7000	0.00	0	0
mmu-miR-7001-5p	0.00	mmu-mir-7001	0.00	0	0
mmu-miR-7001-3p	0.00	mmu-mir-7001	0.00	0	0
mmu-miR-7002-5p	0.00	mmu-mir-7002	0.00	0	0
mmu-miR-7002-3p	0.00	mmu-mir-7002	0.00	0	0
mmu-miR-7003-5p	0.00	mmu-mir-7003	0.00	0	0
mmu-miR-7003-3p	0.00	mmu-mir-7003	0.00	0	0
mmu-miR-7004-5p	0.00	mmu-mir-7004	0.00	0	0
mmu-miR-7004-3p	0.00	mmu-mir-7004	0.00	0	0
mmu-miR-7005-5p	0.00	mmu-mir-7005	0.00	0	0
mmu-miR-7005-3p	0.00	mmu-mir-7005	0.00	0	0
mmu-miR-7006-5p	0.00	mmu-mir-7006	0.00	0	0
mmu-miR-7006-3p	0.00	mmu-mir-7006	0.00	0	0
mmu-miR-7007-5p	0.00	mmu-mir-7007	0.00	0	0
mmu-miR-7007-3p	0.00	mmu-mir-7007	0.00	0	0
mmu-miR-7008-5p	0.00	mmu-mir-7008	0.00	0	0
mmu-miR-7008-3p	0.00	mmu-mir-7008	0.00	0	0
mmu-miR-7009-5p	0.00	mmu-mir-7009	0.00	0	0
mmu-miR-7009-3p	0.00	mmu-mir-7009	0.00	0	0
mmu-miR-701-5p	0.00	mmu-mir-701	0.00	0	0
mmu-miR-701-3p	0.00	mmu-mir-701	0.00	0	0
mmu-miR-7010-5p	0.00	mmu-mir-7010	0.00	0	0
mmu-miR-7010-3p	0.00	mmu-mir-7010	0.00	0	0
mmu-miR-7011-5p	0.00	mmu-mir-7011	0.00	0	0
mmu-miR-7011-3p	0.00	mmu-mir-7011	0.00	0	0
mmu-miR-7012-5p	0.00	mmu-mir-7012	0.00	0	0
mmu-miR-7012-3p	0.00	mmu-mir-7012	0.00	0	0
mmu-miR-7013-5p	0.00	mmu-mir-7013	0.00	0	0
mmu-miR-7013-3p	0.00	mmu-mir-7013	0.00	0	0
mmu-miR-7014-5p	0.00	mmu-mir-7014	0.00	0	0
mmu-miR-7014-3p	0.00	mmu-mir-7014	0.00	0	0
mmu-miR-7015-5p	0.00	mmu-mir-7015	0.00	0	0
mmu-miR-7015-3p	0.00	mmu-mir-7015	0.00	0	0
mmu-miR-7016-5p	0.00	mmu-mir-7016	0.00	0	0
mmu-miR-7016-3p	0.00	mmu-mir-7016	0.00	0	0
mmu-miR-7017-5p	0.00	mmu-mir-7017	0.00	0	0
mmu-miR-7017-3p	0.00	mmu-mir-7017	0.00	0	0
mmu-miR-7018-5p	0.00	mmu-mir-7018	0.00	0	0
mmu-miR-7018-3p	0.00	mmu-mir-7018	0.00	0	0
mmu-miR-7019-5p	0.00	mmu-mir-7019	0.00	0	0
mmu-miR-7019-3p	0.00	mmu-mir-7019	0.00	0	0
mmu-miR-702-5p	0.00	mmu-mir-702	0.00	0	0
mmu-miR-702-3p	0.00	mmu-mir-702	0.00	0	0
mmu-miR-7020-5p	0.00	mmu-mir-7020	0.00	0	0
mmu-miR-7020-3p	0.00	mmu-mir-7020	0.00	0	0
mmu-miR-7021-5p	0.00	mmu-mir-7021	0.00	0	0
mmu-miR-7021-3p	0.00	mmu-mir-7021	0.00	0	0
mmu-miR-7022-5p	0.00	mmu-mir-7022	0.00	0	0
mmu-miR-7022-3p	0.00	mmu-mir-7022	0.00	0	0
mmu-miR-7023-5p	0.00	mmu-mir-7023	0.00	0	0
mmu-miR-7023-3p	0.00	mmu-mir-7023	0.00	0	0
mmu-miR-7024-5p	0.00	mmu-mir-7024	0.00	0	0
mmu-miR-7024-3p	0.00	mmu-mir-7024	0.00	0	0
mmu-miR-7025-5p	0.00	mmu-mir-7025	0.00	0	0
mmu-miR-7025-3p	0.00	mmu-mir-7025	0.00	0	0
mmu-miR-7026-5p	0.00	mmu-mir-7026	0.00	0	0
mmu-miR-7026-3p	0.00	mmu-mir-7026	0.00	0	0
mmu-miR-7027-5p	0.00	mmu-mir-7027	0.00	0	0
mmu-miR-7027-3p	0.00	mmu-mir-7027	0.00	0	0
mmu-miR-7028-5p	0.00	mmu-mir-7028	0.00	0	0
mmu-miR-7028-3p	0.00	mmu-mir-7028	0.00	0	0
mmu-miR-7029-5p	0.00	mmu-mir-7029	0.00	0	0
mmu-miR-7029-3p	0.00	mmu-mir-7029	0.00	0	0
mmu-miR-703	0.00	mmu-mir-703	0.00	0	0
mmu-miR-7030-5p	0.00	mmu-mir-7030	0.00	0	0
mmu-miR-7030-3p	0.00	mmu-mir-7030	0.00	0	0
mmu-miR-7031-5p	0.00	mmu-mir-7031	0.00	0	0
mmu-miR-7031-3p	0.00	mmu-mir-7031	0.00	0	0
mmu-miR-7032-5p	0.00	mmu-mir-7032	0.00	0	0
mmu-miR-7032-3p	0.00	mmu-mir-7032	0.00	0	0
mmu-miR-7033-5p	0.00	mmu-mir-7033	0.00	0	0
mmu-miR-7033-3p	0.00	mmu-mir-7033	0.00	0	0
mmu-miR-7034-5p	0.00	mmu-mir-7034	0.00	0	0
mmu-miR-7034-3p	0.00	mmu-mir-7034	0.00	0	0
mmu-miR-7035-5p	0.00	mmu-mir-7035	0.00	0	0
mmu-miR-7035-3p	0.00	mmu-mir-7035	0.00	0	0
mmu-miR-7036a-5p	0.00	mmu-mir-7036a	0.00	0	0
mmu-miR-7036a-3p	0.00	mmu-mir-7036a	0.00	0	0
mmu-miR-7036b-5p	0.00	mmu-mir-7036b	0.00	0	0
mmu-miR-7036b-3p	0.00	mmu-mir-7036b	0.00	0	0
mmu-miR-7037-5p	0.00	mmu-mir-7037	0.00	0	0
mmu-miR-7037-3p	0.00	mmu-mir-7037	0.00	0	0
mmu-miR-7038-5p	0.00	mmu-mir-7038	0.00	0	0
mmu-miR-7038-3p	0.00	mmu-mir-7038	0.00	0	0
mmu-miR-7039-5p	0.00	mmu-mir-7039	0.00	0	0
mmu-miR-7039-3p	0.00	mmu-mir-7039	0.00	0	0
mmu-miR-704	0.00	mmu-mir-704	0.00	0	0
mmu-miR-7040-5p	0.00	mmu-mir-7040	0.00	0	0
mmu-miR-7040-3p	0.00	mmu-mir-7040	0.00	0	0
mmu-miR-7041-5p	0.00	mmu-mir-7041	0.00	0	0
mmu-miR-7041-3p	0.00	mmu-mir-7041	0.00	0	0
mmu-miR-7042-5p	0.00	mmu-mir-7042	0.00	0	0
mmu-miR-7042-3p	0.00	mmu-mir-7042	0.00	0	0
mmu-miR-7043-5p	0.00	mmu-mir-7043	0.00	0	0
mmu-miR-7043-3p	0.00	mmu-mir-7043	0.00	0	0
mmu-miR-7044-5p	0.00	mmu-mir-7044	0.00	0	0
mmu-miR-7044-3p	0.00	mmu-mir-7044	0.00	0	0
mmu-miR-7045-5p	0.00	mmu-mir-7045	0.00	0	0
mmu-miR-7045-3p	0.00	mmu-mir-7045	0.00	0	0
mmu-miR-7046-5p	0.00	mmu-mir-7046	0.00	0	0
mmu-miR-7046-3p	0.00	mmu-mir-7046	0.00	0	0
mmu-miR-7047-5p	0.00	mmu-mir-7047	0.00	0	0
mmu-miR-7047-3p	0.00	mmu-mir-7047	0.00	0	0
mmu-miR-7048-5p	0.00	mmu-mir-7048	0.00	0	0
mmu-miR-7048-3p	0.00	mmu-mir-7048	0.00	0	0
mmu-miR-7049-5p	0.00	mmu-mir-7049	0.00	0	0
mmu-miR-7049-3p	0.00	mmu-mir-7049	0.00	0	0
mmu-miR-705	0.00	mmu-mir-705	0.00	0	0
mmu-miR-7050-5p	0.00	mmu-mir-7050	0.00	0	0
mmu-miR-7050-3p	0.00	mmu-mir-7050	0.00	0	0
mmu-miR-7051-5p	0.00	mmu-mir-7051	0.00	0	0
mmu-miR-7051-3p	0.00	mmu-mir-7051	0.00	0	0
mmu-miR-7052-5p	0.00	mmu-mir-7052	0.00	0	0
mmu-miR-7052-3p	0.00	mmu-mir-7052	0.00	0	0
mmu-miR-7053-5p	0.00	mmu-mir-7053	0.00	0	0
mmu-miR-7053-3p	0.00	mmu-mir-7053	0.00	0	0
mmu-miR-7054-5p	0.00	mmu-mir-7054	0.00	0	0
mmu-miR-7054-3p	0.00	mmu-mir-7054	0.00	0	0
mmu-miR-7055-5p	0.00	mmu-mir-7055	0.00	0	0
mmu-miR-7055-3p	0.00	mmu-mir-7055	0.00	0	0
mmu-miR-7056-5p	0.00	mmu-mir-7056	0.00	0	0
mmu-miR-7056-3p	0.00	mmu-mir-7056	0.00	0	0
mmu-miR-7057-5p	0.00	mmu-mir-7057	0.00	0	0
mmu-miR-7057-3p	0.00	mmu-mir-7057	0.00	0	0
mmu-miR-7058-5p	0.00	mmu-mir-7058	0.00	0	0
mmu-miR-7058-3p	0.00	mmu-mir-7058	0.00	0	0
mmu-miR-7059-5p	0.00	mmu-mir-7059	0.00	0	0
mmu-miR-7059-3p	0.00	mmu-mir-7059	0.00	0	0
mmu-miR-706	0.00	mmu-mir-706	0.00	0	0
mmu-miR-7060-5p	0.00	mmu-mir-7060	0.00	0	0
mmu-miR-7060-3p	0.00	mmu-mir-7060	0.00	0	0
mmu-miR-7061-5p	0.00	mmu-mir-7061	0.00	0	0
mmu-miR-7061-3p	0.00	mmu-mir-7061	0.00	0	0
mmu-miR-7062-5p	0.00	mmu-mir-7062	0.00	0	0
mmu-miR-7062-3p	0.00	mmu-mir-7062	0.00	0	0
mmu-miR-7063-5p	0.00	mmu-mir-7063	0.00	0	0
mmu-miR-7063-3p	0.00	mmu-mir-7063	0.00	0	0
mmu-miR-7064-5p	0.00	mmu-mir-7064	0.00	0	0
mmu-miR-7064-3p	0.00	mmu-mir-7064	0.00	0	0
mmu-miR-7065-5p	0.00	mmu-mir-7065	0.00	0	0
mmu-miR-7065-3p	0.00	mmu-mir-7065	0.00	0	0
mmu-miR-7066-5p	0.00	mmu-mir-7066	0.00	0	0
mmu-miR-7066-3p	0.00	mmu-mir-7066	0.00	0	0
mmu-miR-7067-5p	0.00	mmu-mir-7067	0.00	0	0
mmu-miR-7067-3p	0.00	mmu-mir-7067	0.00	0	0
mmu-miR-7068-5p	0.00	mmu-mir-7068	0.00	0	0
mmu-miR-7068-3p	0.00	mmu-mir-7068	0.00	0	0
mmu-miR-7069-5p	0.00	mmu-mir-7069	0.00	0	0
mmu-miR-7069-3p	0.00	mmu-mir-7069	0.00	0	0
mmu-miR-707	0.00	mmu-mir-707	0.00	0	0
mmu-miR-7070-5p	0.00	mmu-mir-7070	0.00	0	0
mmu-miR-7070-3p	0.00	mmu-mir-7070	0.00	0	0
mmu-miR-7071-5p	0.00	mmu-mir-7071	0.00	0	0
mmu-miR-7071-3p	0.00	mmu-mir-7071	0.00	0	0
mmu-miR-7072-5p	0.00	mmu-mir-7072	0.00	0	0
mmu-miR-7072-3p	0.00	mmu-mir-7072	0.00	0	0
mmu-miR-7073-5p	0.00	mmu-mir-7073	0.00	0	0
mmu-miR-7073-3p	0.00	mmu-mir-7073	0.00	0	0
mmu-miR-7074-5p	0.00	mmu-mir-7074	0.00	0	0
mmu-miR-7074-3p	0.00	mmu-mir-7074	0.00	0	0
mmu-miR-7075-5p	0.00	mmu-mir-7075	0.00	0	0
mmu-miR-7075-3p	0.00	mmu-mir-7075	0.00	0	0
mmu-miR-7076-5p	0.00	mmu-mir-7076	0.00	0	0
mmu-miR-7076-3p	0.00	mmu-mir-7076	0.00	0	0
mmu-miR-7077-5p	0.00	mmu-mir-7077	0.00	0	0
mmu-miR-7077-3p	0.00	mmu-mir-7077	0.00	0	0
mmu-miR-7078-5p	0.00	mmu-mir-7078	0.00	0	0
mmu-miR-7078-3p	0.00	mmu-mir-7078	0.00	0	0
mmu-miR-7079-5p	0.00	mmu-mir-7079	0.00	0	0
mmu-miR-7079-3p	0.00	mmu-mir-7079	0.00	0	0
mmu-miR-708-5p	0.00	mmu-mir-708	0.00	0	0
mmu-miR-708-3p	0.00	mmu-mir-708	0.00	0	0
mmu-miR-7080-5p	0.00	mmu-mir-7080	0.00	0	0
mmu-miR-7080-3p	0.00	mmu-mir-7080	0.00	0	0
mmu-miR-7081-5p	0.00	mmu-mir-7081	0.00	0	0
mmu-miR-7081-3p	0.00	mmu-mir-7081	0.00	0	0
mmu-miR-7082-5p	0.00	mmu-mir-7082	0.00	0	0
mmu-miR-7082-3p	0.00	mmu-mir-7082	0.00	0	0
mmu-miR-7083-5p	0.00	mmu-mir-7083	0.00	0	0
mmu-miR-7083-3p	0.00	mmu-mir-7083	0.00	0	0
mmu-miR-7084-5p	0.00	mmu-mir-7084	0.00	0	0
mmu-miR-7084-3p	0.00	mmu-mir-7084	0.00	0	0
mmu-miR-7085-5p	0.00	mmu-mir-7085	0.00	0	0
mmu-miR-7085-3p	0.00	mmu-mir-7085	0.00	0	0
mmu-miR-7086-5p	0.00	mmu-mir-7086	0.00	0	0
mmu-miR-7086-3p	0.00	mmu-mir-7086	0.00	0	0
mmu-miR-7087-5p	0.00	mmu-mir-7087	0.00	0	0
mmu-miR-7087-3p	0.00	mmu-mir-7087	0.00	0	0
mmu-miR-7088-5p	0.00	mmu-mir-7088	0.00	0	0
mmu-miR-7088-3p	0.00	mmu-mir-7088	0.00	0	0
mmu-miR-7089-5p	0.00	mmu-mir-7089	0.00	0	0
mmu-miR-7089-3p	0.00	mmu-mir-7089	0.00	0	0
mmu-miR-709	0.00	mmu-mir-709	0.00	0	0
mmu-miR-7090-5p	0.00	mmu-mir-7090	0.00	0	0
mmu-miR-7090-3p	0.00	mmu-mir-7090	0.00	0	0
mmu-miR-7091-5p	0.00	mmu-mir-7091	0.00	0	0
mmu-miR-7091-3p	0.00	mmu-mir-7091	0.00	0	0
mmu-miR-7092-5p	0.00	mmu-mir-7092	0.00	0	0
mmu-miR-7092-3p	0.00	mmu-mir-7092	0.00	0	0
mmu-miR-7093-5p	0.00	mmu-mir-7093	0.00	0	0
mmu-miR-7093-3p	0.00	mmu-mir-7093	0.00	0	0
mmu-miR-7094-1-5p	0.00	mmu-mir-7094-1	0.00	0	0
mmu-miR-7094-3p	0.00	mmu-mir-7094-1	0.00	0	0
mmu-miR-7094-3p	0.00	mmu-mir-7094-2	0.00	0	0
mmu-miR-7094b-2-5p	0.00	mmu-mir-7094-2	0.00	0	0
mmu-miR-710	0.00	mmu-mir-710	0.00	0	0
mmu-miR-711	0.00	mmu-mir-711	0.00	0	0
mmu-miR-7115-5p	0.00	mmu-mir-7115	0.00	0	0
mmu-miR-7115-3p	0.00	mmu-mir-7115	0.00	0	0
mmu-miR-7116-5p	0.00	mmu-mir-7116	0.00	0	0
mmu-miR-7116-3p	0.00	mmu-mir-7116	0.00	0	0
mmu-miR-7117-5p	0.00	mmu-mir-7117	0.00	0	0
mmu-miR-7117-3p	0.00	mmu-mir-7117	0.00	0	0
mmu-miR-7118-5p	0.00	mmu-mir-7118	0.00	0	0
mmu-miR-7118-3p	0.00	mmu-mir-7118	0.00	0	0
mmu-miR-7119-5p	0.00	mmu-mir-7119	0.00	0	0
mmu-miR-7119-3p	0.00	mmu-mir-7119	0.00	0	0
mmu-miR-712-5p	0.00	mmu-mir-712	0.00	0	0
mmu-miR-712-3p	0.00	mmu-mir-712	0.00	0	0
mmu-miR-713	0.00	mmu-mir-713	0.00	0	0
mmu-miR-714	0.00	mmu-mir-714	0.00	0	0
mmu-miR-717	0.00	mmu-mir-717	0.00	0	0
mmu-miR-718	0.00	mmu-mir-718	0.00	0	0
mmu-miR-719	0.00	mmu-mir-719	0.00	0	0
mmu-miR-721	0.00	mmu-mir-721	0.00	0	0
mmu-miR-7210-5p	0.00	mmu-mir-7210	0.00	0	0
mmu-miR-7210-3p	0.00	mmu-mir-7210	0.00	0	0
mmu-miR-7211-5p	0.00	mmu-mir-7211	0.00	0	0
mmu-miR-7211-3p	0.00	mmu-mir-7211	0.00	0	0
mmu-miR-7212-5p	0.00	mmu-mir-7212	0.00	0	0
mmu-miR-7212-3p	0.00	mmu-mir-7212	0.00	0	0
mmu-miR-7213-5p	0.00	mmu-mir-7213	0.00	0	0
mmu-miR-7213-3p	0.00	mmu-mir-7213	0.00	0	0
mmu-miR-7214-5p	0.00	mmu-mir-7214	0.00	0	0
mmu-miR-7214-3p	0.00	mmu-mir-7214	0.00	0	0
mmu-miR-7215-5p	0.00	mmu-mir-7215	0.00	0	0
mmu-miR-7215-3p	0.00	mmu-mir-7215	0.00	0	0
mmu-miR-7216-5p	0.00	mmu-mir-7216	0.00	0	0
mmu-miR-7216-3p	0.00	mmu-mir-7216	0.00	0	0
mmu-miR-7217-5p	0.00	mmu-mir-7217	0.00	0	0
mmu-miR-7217-3p	0.00	mmu-mir-7217	0.00	0	0
mmu-miR-7218-5p	0.00	mmu-mir-7218	0.00	0	0
mmu-miR-7218-3p	0.00	mmu-mir-7218	0.00	0	0
mmu-miR-7219-5p	0.00	mmu-mir-7219	0.00	0	0
mmu-miR-7219-3p	0.00	mmu-mir-7219	0.00	0	0
mmu-miR-7220-5p	0.00	mmu-mir-7220	0.00	0	0
mmu-miR-7220-3p	0.00	mmu-mir-7220	0.00	0	0
mmu-miR-7221-5p	0.00	mmu-mir-7221	0.00	0	0
mmu-miR-7221-3p	0.00	mmu-mir-7221	0.00	0	0
mmu-miR-7222-5p	0.00	mmu-mir-7222	0.00	0	0
mmu-miR-7222-3p	0.00	mmu-mir-7222	0.00	0	0
mmu-miR-7223-5p	0.00	mmu-mir-7223	0.00	0	0
mmu-miR-7223-3p	0.00	mmu-mir-7223	0.00	0	0
mmu-miR-7224-5p	0.00	mmu-mir-7224	0.00	0	0
mmu-miR-7224-3p	0.00	mmu-mir-7224	0.00	0	0
mmu-miR-7225-5p	0.00	mmu-mir-7225	0.00	0	0
mmu-miR-7225-3p	0.00	mmu-mir-7225	0.00	0	0
mmu-miR-7226-5p	0.00	mmu-mir-7226	0.00	0	0
mmu-miR-7226-3p	0.00	mmu-mir-7226	0.00	0	0
mmu-miR-7227-5p	0.00	mmu-mir-7227	0.00	0	0
mmu-miR-7227-3p	0.00	mmu-mir-7227	0.00	0	0
mmu-miR-7228-5p	0.00	mmu-mir-7228	0.00	0	0
mmu-miR-7228-3p	0.00	mmu-mir-7228	0.00	0	0
mmu-miR-7229-5p	0.00	mmu-mir-7229	0.00	0	0
mmu-miR-7229-3p	0.00	mmu-mir-7229	0.00	0	0
mmu-miR-7230-5p	0.00	mmu-mir-7230	0.00	0	0
mmu-miR-7230-3p	0.00	mmu-mir-7230	0.00	0	0
mmu-miR-7231-5p	0.00	mmu-mir-7231	0.00	0	0
mmu-miR-7231-3p	0.00	mmu-mir-7231	0.00	0	0
mmu-miR-7232-5p	0.00	mmu-mir-7232	0.00	0	0
mmu-miR-7232-3p	0.00	mmu-mir-7232	0.00	0	0
mmu-miR-7233-5p	0.00	mmu-mir-7233	0.00	0	0
mmu-miR-7233-3p	0.00	mmu-mir-7233	0.00	0	0
mmu-miR-7234-5p	0.00	mmu-mir-7234	0.00	0	0
mmu-miR-7234-3p	0.00	mmu-mir-7234	0.00	0	0
mmu-miR-7235-5p	0.00	mmu-mir-7235	0.00	0	0
mmu-miR-7235-3p	0.00	mmu-mir-7235	0.00	0	0
mmu-miR-7236-5p	0.00	mmu-mir-7236	0.00	0	0
mmu-miR-7236-3p	0.00	mmu-mir-7236	0.00	0	0
mmu-miR-7237-5p	0.00	mmu-mir-7237	0.00	0	0
mmu-miR-7237-3p	0.00	mmu-mir-7237	0.00	0	0
mmu-miR-7238-5p	0.00	mmu-mir-7238	0.00	0	0
mmu-miR-7238-3p	0.00	mmu-mir-7238	0.00	0	0
mmu-miR-7239-5p	0.00	mmu-mir-7239	0.00	0	0
mmu-miR-7239-3p	0.00	mmu-mir-7239	0.00	0	0
mmu-miR-7240-5p	0.00	mmu-mir-7240	0.00	0	0
mmu-miR-7240-3p	0.00	mmu-mir-7240	0.00	0	0
mmu-miR-7241-5p	0.00	mmu-mir-7241	0.00	0	0
mmu-miR-7241-3p	0.00	mmu-mir-7241	0.00	0	0
mmu-miR-7242-5p	0.00	mmu-mir-7242	0.00	0	0
mmu-miR-7242-3p	0.00	mmu-mir-7242	0.00	0	0
mmu-miR-7243-5p	0.00	mmu-mir-7243	0.00	0	0
mmu-miR-7243-3p	0.00	mmu-mir-7243	0.00	0	0
mmu-miR-741-5p	0.00	mmu-mir-741	0.00	0	0
mmu-miR-741-3p	0.00	mmu-mir-741	0.00	0	0
mmu-miR-742-5p	0.00	mmu-mir-742	0.00	0	0
mmu-miR-742-3p	0.00	mmu-mir-742	0.00	0	0
mmu-miR-743a-5p	0.00	mmu-mir-743a	0.00	0	0
mmu-miR-743a-3p	0.00	mmu-mir-743a	0.00	0	0
mmu-miR-743b-5p	0.00	mmu-mir-743b	0.00	0	0
mmu-miR-743b-3p	0.00	mmu-mir-743b	0.00	0	0
mmu-miR-744-5p	0.00	mmu-mir-744	0.00	0	0
mmu-miR-744-3p	0.00	mmu-mir-744	0.00	0	0
mmu-miR-7578	0.00	mmu-mir-7578	0.00	0	0
mmu-miR-758-5p	0.00	mmu-mir-758	0.00	0	0
mmu-miR-758-3p	0.00	mmu-mir-758	0.00	0	0
mmu-miR-759	0.00	mmu-mir-759	0.00	0	0
mmu-miR-760-5p	0.00	mmu-mir-760	0.00	0	0
mmu-miR-760-3p	0.00	mmu-mir-760	0.00	0	0
mmu-miR-761	0.00	mmu-mir-761	0.00	0	0
mmu-miR-762	0.00	mmu-mir-762	0.00	0	0
mmu-miR-763	0.00	mmu-mir-763	0.00	0	0
mmu-miR-764-5p	0.00	mmu-mir-764	0.00	0	0
mmu-miR-764-3p	0.00	mmu-mir-764	0.00	0	0
mmu-miR-7646-5p	0.00	mmu-mir-7646	0.00	0	0
mmu-miR-7646-3p	0.00	mmu-mir-7646	0.00	0	0
mmu-miR-7647-5p	0.00	mmu-mir-7647	0.00	0	0
mmu-miR-7647-3p	0.00	mmu-mir-7647	0.00	0	0
mmu-miR-7648-5p	0.00	mmu-mir-7648	0.00	0	0
mmu-miR-7648-3p	0.00	mmu-mir-7648	0.00	0	0
mmu-miR-7649-5p	0.00	mmu-mir-7649	0.00	0	0
mmu-miR-7649-3p	0.00	mmu-mir-7649	0.00	0	0
mmu-miR-7650-5p	0.00	mmu-mir-7650	0.00	0	0
mmu-miR-7650-3p	0.00	mmu-mir-7650	0.00	0	0
mmu-miR-7651-5p	0.00	mmu-mir-7651	0.00	0	0
mmu-miR-7651-3p	0.00	mmu-mir-7651	0.00	0	0
mmu-miR-7652-5p	0.00	mmu-mir-7652	0.00	0	0
mmu-miR-7652-3p	0.00	mmu-mir-7652	0.00	0	0
mmu-miR-7653-5p	0.00	mmu-mir-7653	0.00	0	0
mmu-miR-7653-3p	0.00	mmu-mir-7653	0.00	0	0
mmu-miR-7654-5p	0.00	mmu-mir-7654	0.00	0	0
mmu-miR-7654-3p	0.00	mmu-mir-7654	0.00	0	0
mmu-miR-7655-5p	0.00	mmu-mir-7655	0.00	0	0
mmu-miR-7655-3p	0.00	mmu-mir-7655	0.00	0	0
mmu-miR-7656-5p	0.00	mmu-mir-7656	0.00	0	0
mmu-miR-7656-3p	0.00	mmu-mir-7656	0.00	0	0
mmu-miR-7657-5p	0.00	mmu-mir-7657	0.00	0	0
mmu-miR-7657-3p	0.00	mmu-mir-7657	0.00	0	0
mmu-miR-7658-5p	0.00	mmu-mir-7658	0.00	0	0
mmu-miR-7658-3p	0.00	mmu-mir-7658	0.00	0	0
mmu-miR-7659-5p	0.00	mmu-mir-7659	0.00	0	0
mmu-miR-7659-3p	0.00	mmu-mir-7659	0.00	0	0
mmu-miR-7660-5p	0.00	mmu-mir-7660	0.00	0	0
mmu-miR-7660-3p	0.00	mmu-mir-7660	0.00	0	0
mmu-miR-7661-5p	0.00	mmu-mir-7661	0.00	0	0
mmu-miR-7661-3p	0.00	mmu-mir-7661	0.00	0	0
mmu-miR-7662-5p	0.00	mmu-mir-7662	0.00	0	0
mmu-miR-7662-3p	0.00	mmu-mir-7662	0.00	0	0
mmu-miR-7663-5p	0.00	mmu-mir-7663	0.00	0	0
mmu-miR-7663-3p	0.00	mmu-mir-7663	0.00	0	0
mmu-miR-7664-5p	0.00	mmu-mir-7664	0.00	0	0
mmu-miR-7664-3p	0.00	mmu-mir-7664	0.00	0	0
mmu-miR-7665-5p	0.00	mmu-mir-7665	0.00	0	0
mmu-miR-7665-3p	0.00	mmu-mir-7665	0.00	0	0
mmu-miR-7666-5p	0.00	mmu-mir-7666	0.00	0	0
mmu-miR-7666-3p	0.00	mmu-mir-7666	0.00	0	0
mmu-miR-7667-5p	0.00	mmu-mir-7667	0.00	0	0
mmu-miR-7667-3p	0.00	mmu-mir-7667	0.00	0	0
mmu-miR-7668-5p	0.00	mmu-mir-7668	0.00	0	0
mmu-miR-7668-3p	0.00	mmu-mir-7668	0.00	0	0
mmu-miR-7669-5p	0.00	mmu-mir-7669	0.00	0	0
mmu-miR-7669-3p	0.00	mmu-mir-7669	0.00	0	0
mmu-miR-767	0.00	mmu-mir-767	0.00	0	0
mmu-miR-7670-5p	0.00	mmu-mir-7670	0.00	0	0
mmu-miR-7670-3p	0.00	mmu-mir-7670	0.00	0	0
mmu-miR-7671-5p	0.00	mmu-mir-7671	0.00	0	0
mmu-miR-7671-3p	0.00	mmu-mir-7671	0.00	0	0
mmu-miR-7672-5p	0.00	mmu-mir-7672	0.00	0	0
mmu-miR-7672-3p	0.00	mmu-mir-7672	0.00	0	0
mmu-miR-7673-5p	0.00	mmu-mir-7673	0.00	0	0
mmu-miR-7673-3p	0.00	mmu-mir-7673	0.00	0	0
mmu-miR-7674-5p	0.00	mmu-mir-7674	0.00	0	0
mmu-miR-7674-3p	0.00	mmu-mir-7674	0.00	0	0
mmu-miR-7675-5p	0.00	mmu-mir-7675	0.00	0	0
mmu-miR-7675-3p	0.00	mmu-mir-7675	0.00	0	0
mmu-miR-7676-5p	0.00	mmu-mir-7676-1	0.00	0	0
mmu-miR-7676-3p	0.00	mmu-mir-7676-1	0.00	0	0
mmu-miR-7676-5p	0.00	mmu-mir-7676-2	0.00	0	0
mmu-miR-7676-3p	0.00	mmu-mir-7676-2	0.00	0	0
mmu-miR-7677-5p	0.00	mmu-mir-7677	0.00	0	0
mmu-miR-7677-3p	0.00	mmu-mir-7677	0.00	0	0
mmu-miR-7678-5p	0.00	mmu-mir-7678	0.00	0	0
mmu-miR-7678-3p	0.00	mmu-mir-7678	0.00	0	0
mmu-miR-7679-5p	0.00	mmu-mir-7679	0.00	0	0
mmu-miR-7679-3p	0.00	mmu-mir-7679	0.00	0	0
mmu-miR-7680-5p	0.00	mmu-mir-7680	0.00	0	0
mmu-miR-7680-3p	0.00	mmu-mir-7680	0.00	0	0
mmu-miR-7681-5p	0.00	mmu-mir-7681	0.00	0	0
mmu-miR-7681-3p	0.00	mmu-mir-7681	0.00	0	0
mmu-miR-7682-5p	0.00	mmu-mir-7682	0.00	0	0
mmu-miR-7682-3p	0.00	mmu-mir-7682	0.00	0	0
mmu-miR-7683-5p	0.00	mmu-mir-7683	0.00	0	0
